Instance_number,'user id',video,images,paragraph,bullets,examples,advanced,medium,easy,topic,'facts and procedures','theories and meaning','steps given',practical,thinking,Cluster
344,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
345,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
346,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
347,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
348,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
349,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
350,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
351,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
352,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
353,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
354,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
355,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
356,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
357,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
358,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
359,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
360,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
361,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
362,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
363,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
364,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
365,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
366,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
367,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
368,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
369,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
370,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
371,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
372,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
373,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
374,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
375,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
376,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
377,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
378,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
379,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
380,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
381,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
382,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
383,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
384,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
385,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
386,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
387,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
388,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
389,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
390,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
391,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
392,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
393,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
394,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
395,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
396,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
397,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
398,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
399,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
400,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
401,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
402,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
403,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
404,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
405,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
406,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
407,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
408,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
409,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
410,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
411,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
412,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
413,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
414,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
415,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
416,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
417,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
418,27,false,true,false,true,true,true,true,true,'flow control',true,false,true,true,false,cluster0
419,27,false,true,false,true,true,true,true,true,exceptions,true,false,true,true,false,cluster0
420,27,false,true,false,true,true,true,true,true,threads,true,false,true,true,false,cluster0
421,27,false,true,false,true,true,true,true,true,core,true,false,true,true,false,cluster0
422,27,false,true,false,true,true,true,true,true,'declarations and access control',true,false,true,true,false,cluster0
423,27,false,true,false,true,true,true,true,true,'operators and assignments',true,false,true,true,false,cluster0
424,27,false,true,false,true,true,true,true,true,'inner classes',true,false,true,true,false,cluster6
425,27,false,true,false,true,true,true,true,true,assertions,true,false,true,true,false,cluster7
426,27,false,true,false,true,true,true,true,true,classes,true,false,true,true,false,cluster0
427,27,false,true,false,true,true,true,true,true,'garbage collection',true,false,true,true,false,cluster0
428,27,false,true,false,true,true,true,true,true,'objects and collections',true,false,true,true,false,cluster0
429,27,false,true,false,true,true,true,true,true,'flow control',true,false,true,true,false,cluster0
430,27,false,true,false,true,true,true,true,true,exceptions,true,false,true,true,false,cluster0
431,27,false,true,false,true,true,true,true,true,threads,true,false,true,true,false,cluster0
432,27,false,true,false,true,true,true,true,true,core,true,false,true,true,false,cluster0
433,27,false,true,false,true,true,true,true,true,'declarations and access control',true,false,true,true,false,cluster0
434,27,false,true,false,true,true,true,true,true,'operators and assignments',true,false,true,true,false,cluster0
435,27,false,true,false,true,true,true,true,true,'inner classes',true,false,true,true,false,cluster6
436,27,false,true,false,true,true,true,true,true,assertions,true,false,true,true,false,cluster7
437,27,false,true,false,true,true,true,true,true,classes,true,false,true,true,false,cluster0
438,27,false,true,false,true,true,true,true,true,'garbage collection',true,false,true,true,false,cluster0
439,27,false,true,false,true,true,true,true,true,'objects and collections',true,false,true,true,false,cluster0
440,27,false,true,false,true,true,true,true,true,'flow control',true,false,true,true,false,cluster0
441,27,false,true,false,true,true,true,true,true,exceptions,true,false,true,true,false,cluster0
442,27,false,true,false,true,true,true,true,true,threads,true,false,true,true,false,cluster0
443,27,false,true,false,true,true,true,true,true,core,true,false,true,true,false,cluster0
444,27,false,true,false,true,true,true,true,true,'declarations and access control',true,false,true,true,false,cluster0
445,27,false,true,false,true,true,true,true,true,'operators and assignments',true,false,true,true,false,cluster0
446,27,false,true,false,true,true,true,true,true,'inner classes',true,false,true,true,false,cluster6
447,27,false,true,false,true,true,true,true,true,assertions,true,false,true,true,false,cluster7
448,27,false,true,false,true,true,true,true,true,classes,true,false,true,true,false,cluster0
449,27,false,true,false,true,true,true,true,true,'garbage collection',true,false,true,true,false,cluster0
450,27,false,true,false,true,true,true,true,true,'objects and collections',true,false,true,true,false,cluster0
451,27,false,true,false,true,true,true,true,true,'flow control',true,false,true,true,false,cluster0
452,27,false,true,false,true,true,true,true,true,exceptions,true,false,true,true,false,cluster0
453,27,false,true,false,true,true,true,true,true,threads,true,false,true,true,false,cluster0
454,27,false,true,false,true,true,true,true,true,core,true,false,true,true,false,cluster0
455,27,false,true,false,true,true,true,true,true,'declarations and access control',true,false,true,true,false,cluster0
456,27,false,true,false,true,true,true,true,true,'operators and assignments',true,false,true,true,false,cluster0
457,27,false,true,false,true,true,true,true,true,'inner classes',true,false,true,true,false,cluster6
458,27,false,true,false,true,true,true,true,true,assertions,true,false,true,true,false,cluster7
459,27,false,true,false,true,true,true,true,true,classes,true,false,true,true,false,cluster0
460,27,false,true,false,true,true,true,true,true,'garbage collection',true,false,true,true,false,cluster0
461,27,false,true,false,true,true,true,true,true,'objects and collections',true,false,true,true,false,cluster0
462,27,false,true,false,true,true,true,true,true,'flow control',true,false,true,true,false,cluster0
463,27,false,true,false,true,true,true,true,true,exceptions,true,false,true,true,false,cluster0
464,27,false,true,false,true,true,true,true,true,threads,true,false,true,true,false,cluster0
465,27,false,true,false,true,true,true,true,true,core,true,false,true,true,false,cluster0
466,27,false,true,false,true,true,true,true,true,'declarations and access control',true,false,true,true,false,cluster0
467,27,false,true,false,true,true,true,true,true,'operators and assignments',true,false,true,true,false,cluster0
468,27,false,true,false,true,true,true,true,true,'inner classes',true,false,true,true,false,cluster6
469,27,false,true,false,true,true,true,true,true,assertions,true,false,true,true,false,cluster7
470,27,false,true,false,true,true,true,true,true,classes,true,false,true,true,false,cluster0
471,27,false,true,false,true,true,true,true,true,'garbage collection',true,false,true,true,false,cluster0
472,27,false,true,false,true,true,true,true,true,'objects and collections',true,false,true,true,false,cluster0
473,27,false,true,false,true,true,true,true,true,'flow control',true,false,true,true,false,cluster0
474,27,false,true,false,true,true,true,true,true,exceptions,true,false,true,true,false,cluster0
475,27,false,true,false,true,true,true,true,true,threads,true,false,true,true,false,cluster0
476,27,false,true,false,true,true,true,true,true,core,true,false,true,true,false,cluster0
477,27,false,true,false,true,true,true,true,true,'declarations and access control',true,false,true,true,false,cluster0
478,27,false,true,false,true,true,true,true,true,'operators and assignments',true,false,true,true,false,cluster0
479,27,false,true,false,true,true,true,true,true,'inner classes',true,false,true,true,false,cluster6
480,27,false,true,false,true,true,true,true,true,assertions,true,false,true,true,false,cluster7
481,27,false,true,false,true,true,true,true,true,classes,true,false,true,true,false,cluster0
482,27,false,true,false,true,true,true,true,true,'garbage collection',true,false,true,true,false,cluster0
483,27,false,true,false,true,true,true,true,true,'objects and collections',true,false,true,true,false,cluster0
484,27,false,true,false,true,true,true,true,true,'flow control',true,false,true,true,false,cluster0
485,27,false,true,false,true,true,true,true,true,exceptions,true,false,true,true,false,cluster0
486,27,false,true,false,true,true,true,true,true,threads,true,false,true,true,false,cluster0
487,27,false,true,false,true,true,true,true,true,core,true,false,true,true,false,cluster0
488,27,false,true,false,true,true,true,true,true,'declarations and access control',true,false,true,true,false,cluster0
489,27,false,true,false,true,true,true,true,true,'operators and assignments',true,false,true,true,false,cluster0
490,27,false,true,false,true,true,true,true,true,'inner classes',true,false,true,true,false,cluster6
491,27,false,true,false,true,true,true,true,true,assertions,true,false,true,true,false,cluster7
492,27,false,true,false,true,true,true,true,true,classes,true,false,true,true,false,cluster0
493,27,false,true,false,true,true,true,true,true,'garbage collection',true,false,true,true,false,cluster0
494,27,false,true,false,true,true,true,true,true,'objects and collections',true,false,true,true,false,cluster0
